Gene ID,Gene Symbol,Description,Alpha-26yF-0018,Alpha-35yF-0028,Alpha-49yF-0015,Alpha-55yM-0021,Alpha-50yM-0037,Beta-50yM-0038,Beta-49yF-0016,Beta-35yF-0029,Beta-26yF-0019,Beta-55yM-0022,Chromosome,Start,End,Entrez ID,Gene Type
ENSG00000179163,FUCA1,"fucosidase, alpha-L- 1, tissue [Source:HGNC Symbol;Acc:4006]",381,566,746,778,795,1118,1145,1916,986,777,chr1,24171567,24194784,2517,protein_coding
ENSG00000189266,PNRC2,proline-rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:23158],658,866,931,619,518,588,909,732,356,520,chr1,24285599,24289952,55629,protein_coding
ENSG00000188529,SRSF10,serine/arginine-rich splicing factor 10 [Source:HGNC Symbol;Acc:16713],3335,3323,1706,2248,2449,2020,1701,3022,3166,2139,chr1,24291294,24307417,,protein_coding
ENSG00000185436,IFNLR1,"interferon, lambda receptor 1 [Source:HGNC Symbol;Acc:18584]",95,90,73,137,113,111,47,105,121,134,chr1,24480647,24514449,163702,protein_coding
ENSG00000001460,STPG1,sperm-tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:28070],195,217,333,336,191,326,361,217,243,355,chr1,24683489,24743424,90529,protein_coding
ENSG00000001461,NIPAL3,NIPA-like domain containing 3 [Source:HGNC Symbol;Acc:25233],904,943,292,484,752,682,469,334,626,620,chr1,24742284,24799466,57185,protein_coding
ENSG00000117602,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:3042],2906,4170,2924,3463,5115,4309,2144,3081,3078,2535,chr1,24829387,24867530,11123,protein_coding
ENSG00000184454,NCMAP,noncompact myelin associated protein [Source:HGNC Symbol;Acc:29332],640,180,415,599,454,181,122,160,112,99,chr1,24882602,24935819,400746,protein_coding
ENSG00000133226,SRRM1,serine/arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:16638],6807,6749,5197,5839,5973,6643,5312,6618,4463,10104,chr1,24958207,24999758,10250,protein_coding
ENSG00000169504,CLIC4,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:13518],167,135,207,149,132,110,307,154,29,205,chr1,25071848,25170815,25932,protein_coding
ENSG00000117614,SYF2,SYF2 pre-mRNA-splicing factor [Source:HGNC Symbol;Acc:19824],273,540,245,254,489,676,260,790,443,712,chr1,25549170,25558993,25949,protein_coding
ENSG00000117616,C1orf63,chromosome 1 open reading frame 63 [Source:HGNC Symbol;Acc:25234],208,179,604,361,368,349,414,162,289,428,chr1,25568728,25664704,,protein_coding
ENSG00000183726,TMEM50A,transmembrane protein 50A [Source:HGNC Symbol;Acc:30590],678,1451,995,764,760,600,813,753,712,353,chr1,25664408,25688852,23585,protein_coding
ENSG00000204178,TMEM57,transmembrane protein 57 [Source:HGNC Symbol;Acc:25572],1640,1389,813,1192,978,1574,1019,1447,1773,2062,chr1,25757388,25826700,55219,protein_coding
ENSG00000157978,LDLRAP1,low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:18640],1198,1566,677,1672,1356,1370,1123,1852,1372,1254,chr1,25870071,25895377,26119,protein_coding
ENSG00000117643,MAN1C1,"mannosidase, alpha, class 1C, member 1 [Source:HGNC Symbol;Acc:19080]",282,274,467,547,430,1029,1806,522,707,429,chr1,25943959,26112698,57134,protein_coding
ENSG00000162430,SEPN1,"selenoprotein N, 1 [Source:HGNC Symbol;Acc:15999]",1629,1882,1578,1363,1049,536,1436,1213,1090,527,chr1,26126667,26144713,57190,protein_coding
ENSG00000117640,MTFR1L,mitochondrial fission regulator 1-like [Source:HGNC Symbol;Acc:28836],323,393,379,466,428,605,340,484,425,453,chr1,26145131,26159432,56181,protein_coding
ENSG00000127423,AUNIP,aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:28363],51,217,34,45,44,80,72,29,46,50,chr1,26158414,26185903,79000,protein_coding
ENSG00000182749,PAQR7,progestin and adipoQ receptor family member VII [Source:HGNC Symbol;Acc:23146],64,86,150,112,165,118,125,138,72,53,chr1,26187701,26197744,164091,protein_coding
ENSG00000117632,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:6510],255,225,196,363,594,140,33,65,68,51,chr1,26210672,26233482,3925,protein_coding
ENSG00000158006,PAFAH2,"platelet-activating factor acetylhydrolase 2, 40kDa [Source:HGNC Symbol;Acc:8579]",127,134,202,149,151,231,436,47,135,182,chr1,26286258,26324648,5051,protein_coding
ENSG00000175087,PDIK1L,PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:18981],97,129,118,109,135,105,95,156,90,92,chr1,26437664,26452034,149420,protein_coding
ENSG00000142675,CNKSR1,connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:19700],198,258,297,275,153,215,242,179,187,287,chr1,26503894,26516377,10256,protein_coding
ENSG00000130695,CEP85,centrosomal protein 85kDa [Source:HGNC Symbol;Acc:25309],123,112,182,243,140,361,251,192,243,393,chr1,26560691,26605299,64793,protein_coding
ENSG00000142669,SH3BGRL3,SH3 domain binding glutamic acid-rich protein like 3 [Source:HGNC Symbol;Acc:15568],1781,2802,2532,1654,820,656,1770,1752,1549,1058,chr1,26605667,26608007,83442,protein_coding
ENSG00000158062,UBXN11,UBX domain protein 11 [Source:HGNC Symbol;Acc:30600],48,145,62,59,47,67,114,88,116,77,chr1,26607819,26644854,91544,protein_coding
ENSG00000131914,LIN28A,lin-28 homolog A (C. elegans) [Source:HGNC Symbol;Acc:15986],305,112,69,56,121,72,63,197,187,62,chr1,26737269,26756213,79727,protein_coding
ENSG00000117682,DHDDS,dehydrodolichyl diphosphate synthase [Source:HGNC Symbol;Acc:20603],1043,573,622,824,525,696,804,864,1071,856,chr1,26758773,26797785,79947,protein_coding
ENSG00000198830,HMGN2,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:4986],1854,4732,2569,2414,2818,1691,1498,2664,1250,1644,chr1,26798941,26802463,3151,protein_coding
ENSG00000117676,RPS6KA1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1 [Source:HGNC Symbol;Acc:10430]",206,94,229,112,106,38,163,141,143,42,chr1,26856252,26901521,6195,protein_coding
ENSG00000117713,ARID1A,AT rich interactive domain 1A (SWI-like) [Source:HGNC Symbol;Acc:11110],3814,4824,4951,3650,3298,2316,3519,3451,2509,2383,chr1,27022524,27108595,8289,protein_coding
ENSG00000204160,ZDHHC18,"zinc finger, DHHC-type containing 18 [Source:HGNC Symbol;Acc:20712]",96,171,113,157,122,74,106,153,90,154,chr1,27153201,27184093,84243,protein_coding
ENSG00000142751,GPN2,GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:25513],172,338,125,185,163,103,146,136,167,136,chr1,27202624,27216788,54707,protein_coding
ENSG00000090273,NUDC,nudC nuclear distribution protein [Source:HGNC Symbol;Acc:8045],750,1539,750,745,803,908,855,1009,1237,1043,chr1,27226729,27273353,10726,protein_coding
ENSG00000175707,C1orf172,chromosome 1 open reading frame 172 [Source:HGNC Symbol;Acc:26624],103,61,131,91,78,67,81,72,50,143,chr1,27276053,27286897,126695,protein_coding
ENSG00000253368,TRNP1,TMF1-regulated nuclear protein 1 [Source:HGNC Symbol;Acc:34348],412,397,558,564,345,354,356,255,292,124,chr1,27320198,27327389,388610,protein_coding
ENSG00000090020,SLC9A1,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:11071]",255,225,386,290,175,272,212,397,356,196,chr1,27425306,27493472,6548,protein_coding
ENSG00000142784,WDTC1,WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:29175],539,581,666,553,724,410,542,629,528,558,chr1,27561007,27635110,23038,protein_coding
ENSG00000186501,TMEM222,transmembrane protein 222 [Source:HGNC Symbol;Acc:25363],114,236,179,197,106,177,160,141,142,253,chr1,27648651,27662891,84065,protein_coding
ENSG00000181773,GPR3,G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:4484],94,98,69,589,180,136,57,57,278,167,chr1,27719148,27722318,2827,protein_coding
ENSG00000158195,WASF2,"WAS protein family, member 2 [Source:HGNC Symbol;Acc:12733]",3957,3048,2732,2824,1860,3133,3120,4361,3728,5657,chr1,27730730,27816669,10163,protein_coding
ENSG00000126705,AHDC1,"AT hook, DNA binding motif, containing 1 [Source:HGNC Symbol;Acc:25230]",896,737,715,549,448,525,687,581,563,652,chr1,27860546,27930942,27245,protein_coding
ENSG00000126709,IFI6,"interferon, alpha-inducible protein 6 [Source:HGNC Symbol;Acc:4054]",1439,2575,2664,1226,1311,631,942,1490,529,541,chr1,27992572,27998729,2537,protein_coding
ENSG00000009780,FAM76A,"family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:28530]",133,124,164,109,131,143,117,311,154,130,chr1,28052490,28089633,199870,protein_coding
ENSG00000117758,STX12,syntaxin 12 [Source:HGNC Symbol;Acc:11430],2363,1590,1218,1242,1343,1821,1365,2447,2166,1424,chr1,28099694,28150963,23673,protein_coding
ENSG00000117751,PPP1R8,"protein phosphatase 1, regulatory subunit 8 [Source:HGNC Symbol;Acc:9296]",183,454,220,265,320,426,213,381,329,311,chr1,28157289,28178187,5511,protein_coding
ENSG00000117748,RPA2,"replication protein A2, 32kDa [Source:HGNC Symbol;Acc:10290]",155,53,302,248,229,327,295,158,194,404,chr1,28218035,28241257,6118,protein_coding
ENSG00000130768,SMPDL3B,"sphingomyelin phosphodiesterase, acid-like 3B [Source:HGNC Symbol;Acc:21416]",41,47,151,261,221,188,129,463,138,56,chr1,28261504,28285668,27293,protein_coding
ENSG00000158161,EYA3,eyes absent homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:3521],1054,790,1750,1339,1600,1293,1462,551,818,1153,chr1,28296855,28415207,2140,protein_coding
ENSG00000126698,DNAJC8,"DnaJ (Hsp40) homolog, subfamily C, member 8 [Source:HGNC Symbol;Acc:15470]",299,501,436,278,308,251,416,296,226,254,chr1,28525967,28559536,22826,protein_coding
ENSG00000130770,ATPIF1,ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:871],643,513,700,563,607,461,707,686,490,562,chr1,28562620,28573417,93974,protein_coding
ENSG00000130766,SESN2,sestrin 2 [Source:HGNC Symbol;Acc:20746],271,310,152,206,357,263,145,63,108,686,chr1,28586038,28609002,83667,protein_coding
ENSG00000204138,PHACTR4,phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:25793],1614,2589,1699,1671,1756,1747,1479,2038,1577,1787,chr1,28696114,28826881,65979,protein_coding
ENSG00000180098,TRNAU1AP,tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:30813],184,189,201,146,122,281,239,123,218,250,chr1,28879597,28905051,54952,protein_coding
ENSG00000162419,GMEB1,glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:4370],147,192,273,293,277,268,273,210,282,390,chr1,28995244,29045865,10691,protein_coding
ENSG00000198492,YTHDF2,"YTH domain family, member 2 [Source:HGNC Symbol;Acc:31675]",351,550,406,392,341,395,312,438,327,415,chr1,29063133,29096287,51441,protein_coding
ENSG00000159023,EPB41,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) [Source:HGNC Symbol;Acc:3377]",2350,1361,1658,2312,2184,3004,2427,2062,2970,1826,chr1,29213603,29446553,2035,protein_coding
ENSG00000116350,SRSF4,serine/arginine-rich splicing factor 4 [Source:HGNC Symbol;Acc:10786],1311,2795,781,886,1233,1305,790,1498,1485,1226,chr1,29474255,29508499,6429,protein_coding
ENSG00000134644,PUM1,pumilio RNA-binding family member 1 [Source:HGNC Symbol;Acc:14957],2350,2906,2536,2413,3151,2895,2224,1958,2610,3035,chr1,31404353,31538838,9698,protein_coding
ENSG00000084628,NKAIN1,Na+/K+ transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:25743],164,74,120,351,115,416,169,294,488,496,chr1,31652592,31712401,79570,protein_coding
ENSG00000060688,SNRNP40,small nuclear ribonucleoprotein 40kDa (U5) [Source:HGNC Symbol;Acc:30857],147,148,96,136,209,151,77,245,179,159,chr1,31732417,31769662,9410,protein_coding
ENSG00000121766,ZCCHC17,"zinc finger, CCHC domain containing 17 [Source:HGNC Symbol;Acc:30246]",421,390,266,336,281,509,305,238,328,345,chr1,31769842,31837783,51538,protein_coding
ENSG00000168528,SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:23231],166,181,358,153,197,155,304,104,111,331,chr1,31882412,31907525,347735,protein_coding
ENSG00000162517,PEF1,penta-EF-hand domain containing 1 [Source:HGNC Symbol;Acc:30009],177,322,428,343,312,301,373,362,225,334,chr1,32095463,32110497,553115,protein_coding
ENSG00000184007,PTP4A2,"protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:9635]",3131,3454,3732,1947,1779,2606,2472,4351,2557,2801,chr1,32372022,32410457,8073,protein_coding
ENSG00000121774,KHDRBS1,"KH domain containing, RNA binding, signal transduction associated 1 [Source:HGNC Symbol;Acc:18116]",1031,1025,940,828,864,1110,1015,949,922,1509,chr1,32479430,32526451,10657,protein_coding
ENSG00000121775,TMEM39B,transmembrane protein 39B [Source:HGNC Symbol;Acc:25510],62,159,191,138,127,153,186,46,60,169,chr1,32537632,32568467,55116,protein_coding
ENSG00000025800,KPNA6,karyopherin alpha 6 (importin alpha 7) [Source:HGNC Symbol;Acc:6399],2638,2426,2263,1778,1658,1785,2060,2283,2586,2007,chr1,32573639,32642169,23633,protein_coding
ENSG00000084652,TXLNA,taxilin alpha [Source:HGNC Symbol;Acc:30685],1084,1662,1325,1189,1290,1733,1186,1300,1139,1163,chr1,32645287,32663886,200081,protein_coding
ENSG00000160050,CCDC28B,coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:28163],166,81,127,118,72,132,69,106,215,123,chr1,32665987,32670988,79140,protein_coding
ENSG00000160051,IQCC,IQ motif containing C [Source:HGNC Symbol;Acc:25545],117,209,80,67,90,73,38,161,87,64,chr1,32671236,32674288,55721,protein_coding
ENSG00000222046,DCDC2B,doublecortin domain containing 2B [Source:HGNC Symbol;Acc:32576],87,56,79,74,73,81,68,28,225,51,chr1,32674695,32681797,149069,protein_coding
ENSG00000160055,TMEM234,transmembrane protein 234 [Source:HGNC Symbol;Acc:28837],232,138,235,118,125,135,141,115,249,117,chr1,32680073,32687972,56063,protein_coding
ENSG00000084623,EIF3I,"eukaryotic translation initiation factor 3, subunit I [Source:HGNC Symbol;Acc:3272]",281,492,539,579,374,678,474,452,429,561,chr1,32687529,32697205,8668,protein_coding
ENSG00000116478,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:4852],678,942,662,623,653,431,657,1109,513,616,chr1,32757687,32799236,3065,protein_coding
ENSG00000162526,TSSK3,testis-specific serine kinase 3 [Source:HGNC Symbol;Acc:15473],136,201,104,97,62,80,66,76,106,108,chr1,32817122,32829913,81629,protein_coding
ENSG00000225828,FAM229A,"family with sequence similarity 229, member A [Source:HGNC Symbol;Acc:44652]",515,481,105,183,184,116,40,616,373,245,chr1,32826871,32829879,100128071,protein_coding
ENSG00000160058,BSDC1,BSD domain containing 1 [Source:HGNC Symbol;Acc:25501],581,374,330,265,305,319,229,498,604,548,chr1,32830704,32860332,55108,protein_coding
ENSG00000160062,ZBTB8A,zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:24172],219,172,155,219,193,189,321,309,296,386,chr1,33005028,33071540,653121,protein_coding
ENSG00000176261,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol;Acc:24094],362,256,435,394,292,386,421,538,440,347,chr1,33065773,33116504,339487,protein_coding
ENSG00000162521,RBBP4,retinoblastoma binding protein 4 [Source:HGNC Symbol;Acc:9887],1381,2248,1246,1380,1459,1422,1205,1359,1829,1369,chr1,33116743,33151812,5928,protein_coding
ENSG00000162520,SYNC,"syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:28897]",207,337,175,175,198,235,141,175,204,201,chr1,33145507,33169197,81493,protein_coding
ENSG00000162522,KIAA1522,KIAA1522 [Source:HGNC Symbol;Acc:29301],375,297,227,292,329,285,249,510,242,354,chr1,33207486,33240571,57648,protein_coding
ENSG00000134684,YARS,tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:12840],938,1198,497,762,651,1274,670,789,847,1721,chr1,33240840,33283754,8565,protein_coding
ENSG00000116497,S100PBP,S100P binding protein [Source:HGNC Symbol;Acc:25768],927,538,816,558,653,476,570,541,621,691,chr1,33282368,33324476,64766,protein_coding
ENSG00000121900,TMEM54,transmembrane protein 54 [Source:HGNC Symbol;Acc:24143],80,147,130,83,92,66,77,181,86,61,chr1,33360195,33367039,113452,protein_coding
ENSG00000116514,RNF19B,ring finger protein 19B [Source:HGNC Symbol;Acc:26886],575,740,609,403,851,542,991,1138,751,674,chr1,33402046,33430286,127544,protein_coding
ENSG00000004455,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:362],2740,3120,2311,2418,3642,3004,2692,2353,2762,3195,chr1,33473585,33546597,204,protein_coding
ENSG00000142920,ADC,arginine decarboxylase [Source:HGNC Symbol;Acc:29957],130,65,91,100,101,72,100,96,83,44,chr1,33546705,33586131,113451,protein_coding
ENSG00000116525,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:25574],83,129,83,50,88,40,100,145,46,35,chr1,33611003,33647660,55223,protein_coding
ENSG00000160094,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:18079],170,192,96,117,147,57,62,187,117,111,chr1,33722146,33766320,149076,protein_coding
ENSG00000134686,PHC2,polyhomeotic homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3183],947,1469,944,791,584,944,920,1515,809,1253,chr1,33789224,33896653,1912,protein_coding
ENSG00000163866,SMIM12,small integral membrane protein 12 [Source:HGNC Symbol;Acc:25154],304,464,285,313,273,275,301,425,494,217,chr1,35178338,35325417,113444,protein_coding
ENSG00000271741,ZMYM6,Zinc finger MYM-type protein 6  [Source:UniProtKB/Swiss-Prot;Acc:O95789],1026,1067,1338,1645,1654,2370,1864,1262,1262,2177,chr1,35447134,35497569,9204,protein_coding
ENSG00000243749,ZMYM6NB,ZMYM6 neighbor [Source:HGNC Symbol;Acc:40021],300,256,311,377,488,465,333,207,246,262,chr1,35447136,35450954,100506144,protein_coding
ENSG00000197056,ZMYM1,"zinc finger, MYM-type 1 [Source:HGNC Symbol;Acc:26253]",231,61,277,296,305,311,376,76,130,254,chr1,35525387,35581460,79830,protein_coding
ENSG00000116560,SFPQ,splicing factor proline/glutamine-rich [Source:HGNC Symbol;Acc:10774],5102,7570,3088,3700,6090,3902,2209,6281,5106,2507,chr1,35641979,35658749,6421,protein_coding
ENSG00000146463,ZMYM4,"zinc finger, MYM-type 4 [Source:HGNC Symbol;Acc:13055]",2379,1822,3358,2712,2540,2049,3115,1648,1430,2771,chr1,35734568,35887659,9202,protein_coding
ENSG00000142687,KIAA0319L,KIAA0319-like [Source:HGNC Symbol;Acc:30071],869,934,1176,1245,1224,1286,1184,1449,1397,1045,chr1,35899091,36023551,79932,protein_coding
ENSG00000020129,NCDN,neurochondrin [Source:HGNC Symbol;Acc:17597],255,251,567,471,418,542,707,780,686,751,chr1,36023074,36032875,23154,protein_coding
ENSG00000126067,PSMB2,"proteasome (prosome, macropain) subunit, beta type, 2 [Source:HGNC Symbol;Acc:9539]",664,1056,587,542,452,597,518,634,856,573,chr1,36067185,36107445,5690,protein_coding
ENSG00000134698,AGO4,argonaute RISC catalytic component 4 [Source:HGNC Symbol;Acc:18424],509,443,212,393,505,383,319,416,473,437,chr1,36273773,36323491,192670,protein_coding
ENSG00000092847,AGO1,argonaute RISC catalytic component 1 [Source:HGNC Symbol;Acc:3262],842,775,999,936,976,1259,1299,935,1468,1049,chr1,36335409,36395211,26523,protein_coding
ENSG00000126070,AGO3,argonaute RISC catalytic component 3 [Source:HGNC Symbol;Acc:18421],2791,1518,3064,3002,2858,3308,2953,1393,1895,3742,chr1,36396319,36538101,192669,protein_coding
ENSG00000116863,ADPRHL2,ADP-ribosylhydrolase like 2 [Source:HGNC Symbol;Acc:21304],110,237,209,134,68,108,95,177,115,142,chr1,36554476,36559533,54936,protein_coding
ENSG00000054116,TRAPPC3,trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:19942],327,433,447,407,272,398,467,364,324,357,chr1,36602173,36615098,27095,protein_coding
ENSG00000116871,MAP7D1,MAP7 domain containing 1 [Source:HGNC Symbol;Acc:25514],451,277,330,324,205,262,448,236,288,396,chr1,36621180,36646450,55700,protein_coding
ENSG00000054118,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:22964],2731,4355,2004,2199,2424,3740,2474,3847,2814,4207,chr1,36690017,36770958,9967,protein_coding
ENSG00000196182,STK40,serine/threonine kinase 40 [Source:HGNC Symbol;Acc:21373],788,408,597,348,329,479,658,460,995,829,chr1,36805225,36851497,83931,protein_coding
ENSG00000181817,LSM10,"LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:17562]",67,42,72,90,37,98,75,61,84,105,chr1,36856839,36863493,84967,protein_coding
ENSG00000116885,OSCP1,organic solute carrier partner 1 [Source:HGNC Symbol;Acc:29971],81,81,86,80,81,113,47,42,147,74,chr1,36881428,36916086,127700,protein_coding
ENSG00000116898,MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:14504],207,567,469,350,349,414,374,442,430,317,chr1,36921319,36930038,64960,protein_coding
ENSG00000163874,ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:26259],1106,115,273,61,40,28,137,86,184,47,chr1,37940153,37949980,80149,protein_coding
